date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:54	3490/3490	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/img/favicon_48x48.png	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/img/favicon_48x48.png	(from https://www.youtube.com/@IslamFayed)
16:44:55	4249/4249	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/img/favicon_96x96.png	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/img/favicon_96x96.png	(from https://www.youtube.com/@IslamFayed)
16:44:55	5020/5020	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/img/favicon_144x144.png	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/img/favicon_144x144.png	(from https://www.youtube.com/@IslamFayed)
16:44:56	50864/50864	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/jsbin/web-animations-next-lite.min.vflset/web-animations-next-lite.min.js	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/jsbin/web-animations-next-lite.min.vflset/web-animations-next-lite.min.js	(from https://www.youtube.com/@IslamFayed)
16:44:56	113370/113370	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/jsbin/webcomponents-all-noPatch.vflset/webcomponents-all-noPatch.js	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/jsbin/webcomponents-all-noPatch.vflset/webcomponents-all-noPatch.js	(from https://www.youtube.com/@IslamFayed)
16:44:57	9611/9611	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/jsbin/fetch-polyfill.vflset/fetch-polyfill.js	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/jsbin/fetch-polyfill.vflset/fetch-polyfill.js	(from https://www.youtube.com/@IslamFayed)
16:44:57	5559/5559	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/jsbin/intersection-observer.min.vflset/intersection-observer.min.js	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/jsbin/intersection-observer.min.vflset/intersection-observer.min.js	(from https://www.youtube.com/@IslamFayed)
16:44:58	8992/8992	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/jsbin/scheduler.vflset/scheduler.js	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/jsbin/scheduler.vflset/scheduler.js	(from https://www.youtube.com/@IslamFayed)
16:44:58	5788/5788	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/jsbin/www-i18n-constants-en_US.vflset/www-i18n-constants.js	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/jsbin/www-i18n-constants-en_US.vflset/www-i18n-constants.js	(from https://www.youtube.com/@IslamFayed)
16:44:59	38367/38367	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/jsbin/spf.vflset/spf.js	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/jsbin/spf.vflset/spf.js	(from https://www.youtube.com/@IslamFayed)
16:44:59	14370/14370	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/jsbin/network.vflset/network.js	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/jsbin/network.vflset/network.js	(from https://www.youtube.com/@IslamFayed)
16:44:59	739/739	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/cssbin/www-onepick.css	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/cssbin/www-onepick.css	(from https://www.youtube.com/@IslamFayed)
16:45:00	540/540	---MCZ	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2015%20Sep%202025%2013:44:49%20GMT	https://www.youtube.com/opensearch?locale=en_US	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/opensearch97fa	(from https://www.youtube.com/@IslamFayed)
16:45:01	3255318/3255318	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/_/ytmainappweb/_/ss/k=ytmainappweb.kevlar_base.naIO_ROjov4.L.X.O/am=AAAgAEIB/d=0/rs=AGKMywGsZdxiu30K3ryjpL047efewIbCRg	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/_/ytmainappweb/_/ss/k=ytmainappweb.kevlar_base.naIO_ROjov4.L.X.O/am=AAAgAEIB/d=0/rs=AGKMywGsZdxiu30K3ryjpL047efewIbCRg.css	(from https://www.youtube.com/@IslamFayed)
16:45:01	1860/1860	---MC-	200	added ('OK')	application/manifest+json	date:Mon,%2015%20Sep%202025%2013:44:49%20GMT	https://www.youtube.com/manifest.webmanifest	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/manifest.webmanifest	(from https://www.youtube.com/@IslamFayed)
16:45:02	1097379/1097379	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:44:50%20GMT	https://www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w.html	(from https://www.youtube.com/@IslamFayed)
16:45:02	130436/130436	---M-Z	200	added ('OK')	text/xml	date:Mon,%2015%20Sep%202025%2013:44:50%20GMT	https://www.youtube.com/feeds/videos.xml?channel_id=UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/feeds/videos8c86.xml	(from https://www.youtube.com/@IslamFayed)
16:45:02	0/0	---M--	303	error ('See%20Other')	application/binary	date:Mon,%2015%20Sep%202025%2013:44:50%20GMT	https://www.youtube.com/android-app://com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/android-app_/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w.1c.delayed	(from https://www.youtube.com/@IslamFayed)
16:45:03	0/0	---M--	303	error ('See%20Other')	application/binary	date:Mon,%2015%20Sep%202025%2013:44:51%20GMT	https://www.youtube.com/ios-app://544007664/vnd.youtube/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/ios-app_/544007664/vnd.youtube/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w.1e.delayed	(from https://www.youtube.com/@IslamFayed)
16:45:03	857011/857011	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:44:51%20GMT	https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/android-app_/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w.html	(from https://www.youtube.com/@IslamFayed)
16:45:03	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Sep%202025%2013:44:52%20GMT	https://www.youtube.com/ios-app:/544007664/vnd.youtube/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/ios-app_/544007664/vnd.youtube/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w.1f.delayed	(from https://www.youtube.com/@IslamFayed)
16:45:10	31893/31893	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:44:53%20GMT	https://www.youtube.com/t/terms	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/t/terms.html	(from https://www.youtube.com/@IslamFayed)
16:45:11	219/219	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Sep%202025%2013:19:59%20GMT	https://www.youtube.com/about/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/about/index.html	(from https://www.youtube.com/@IslamFayed)
16:45:11	218/218	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Sep%202025%2013:44:52%20GMT	https://www.youtube.com/about/press/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/about/press/index.html	(from https://www.youtube.com/@IslamFayed)
16:45:11	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Sep%202025%2013:44:59%20GMT	https://www.youtube.com/about/copyright/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/about/copyright/index.html	(from https://www.youtube.com/@IslamFayed)
16:45:11	653889/653889	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:44:53%20GMT	https://www.youtube.com/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/index.html	(from https://www.youtube.com/@IslamFayed)
16:45:11	6766/6766	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:44:59%20GMT	https://www.youtube.com/t/contact_us/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/t/contact_us/index.html	(from https://www.youtube.com/@IslamFayed)
16:45:11	152973/152973	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:45:00%20GMT	https://www.youtube.com/creators/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/creators/index.html	(from https://www.youtube.com/@IslamFayed)
16:45:12	78980/78980	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20May%202025%2004:18:00%20GMT	https://www.youtube.com/ads/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/ads/index.html	(from https://www.youtube.com/@IslamFayed)
16:45:12	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Mon,%2015%20Sep%202025%2013:44:59%20GMT	https://www.youtube.com/t/privacy	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/t/privacy.21.delayed	(from https://www.youtube.com/@IslamFayed)
16:45:12	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Sep%202025%2013:45:00%20GMT	https://www.youtube.com/about/policies/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/about/policies/index.html	(from https://www.youtube.com/@IslamFayed)
16:45:12	439/439	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Sep%202025%2013:32:31%20GMT	https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/howyoutubeworks.22d320.delayed	(from https://www.youtube.com/@IslamFayed)
16:45:12	30520/30520	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:45:01%20GMT	https://www.youtube.com/howyoutubeworks/?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/howyoutubeworks/indexd320.html	(from https://www.youtube.com/@IslamFayed)
16:45:13	645068/645068	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:45:01%20GMT	https://www.youtube.com/new	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/new.html	(from https://www.youtube.com/@IslamFayed)
16:45:13	8555/8555	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/cssbin/www-main-desktop-watch-page-skeleton.css	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/cssbin/www-main-desktop-watch-page-skeleton.css	(from https://www.youtube.com/@IslamFayed)
16:45:14	1057/1057	---M-Z	200	added ('OK')	text/plain	etag:%22d50-63e89461cd400-gzip%22	https://www.w3.org/robots.txt		(from https://isfay.github.io/960/)
16:45:19	0/0	---M--	303	error ('See%20Other')	application/binary	date:Mon,%2015%20Sep%202025%2013:45:07%20GMT	https://www.youtube.com/channel/android-app://com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/channel/android-app_/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w.26.delayed	(from https://www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:19	9245306/9245306	---M--	200	added ('OK')	text/javascript	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/_/ytmainappweb/_/js/k=ytmainappweb.kevlar_base.en_US.-2ynOkT4b5w.es5.O/am=AAAg/d=0/rs=AGKMywHQiz_oGCRCtnwxDqMLYAgRtCoojg	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/_/ytmainappweb/_/js/k=ytmainappweb.kevlar_base.en_US.-2ynOkT4b5w.es5.O/am=AAAg/d=0/rs=AGKMywHQiz_oGCRCtnwxDqMLYAgRtCoojg	(from https://www.youtube.com/@IslamFayed)
16:45:19	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Sep%202025%2013:45:07%20GMT	https://www.youtube.com/channel/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/channel/android-app_/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w.27.delayed	(from https://www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:20	0/0	---M--	303	error ('See%20Other')	application/binary	date:Mon,%2015%20Sep%202025%2013:45:08%20GMT	https://www.youtube.com/channel/ios-app://544007664/vnd.youtube/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/channel/ios-app_/544007664/vnd.youtube/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w.28.delayed	(from https://www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:20	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2015%20Sep%202025%2013:45:08%20GMT	https://www.youtube.com/channel/ios-app:/544007664/vnd.youtube/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/channel/ios-app_/544007664/vnd.youtube/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w.29.delayed	(from https://www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:20	0/-1	---M--	301	error ('')			https://www.youtube.com/t/privacy	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/t/privacy.2a.delayed	(from https://www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:21	856635/856635	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:45:09%20GMT	https://www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ.html	(from https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:22	19194/19194	---M-Z	200	added ('OK')	text/xml	date:Mon,%2015%20Sep%202025%2013:45:10%20GMT	https://www.youtube.com/feeds/videos.xml?channel_id=UCjaFblyfqwCBM1-_t2Q9jlQ	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/feeds/videos12ed.xml	(from https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:22	0/0	---M--	303	error ('See%20Other')	application/binary	date:Mon,%2015%20Sep%202025%2013:45:10%20GMT	https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/android-app://com.google.android.youtube/http/www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/android-app_/com.google.android.youtube/http/www.youtube.com/channel/android-app_/com.google.android.youtube/http/www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ.2d.delayed	(from https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:23	857306/857306	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:45:11%20GMT	https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/android-app_/com.google.android.youtube/http/www.youtube.com/channel/android-app_/com.google.android.youtube/http/www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ.html	(from https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:23	0/0	---M--	303	error ('See%20Other')	application/binary	date:Mon,%2015%20Sep%202025%2013:45:11%20GMT	https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/ios-app://544007664/vnd.youtube/www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/android-app_/com.google.android.youtube/http/www.youtube.com/channel/ios-app_/544007664/vnd.youtube/www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ.2f.delayed	(from https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:23	0/-1	---M--	301	error ('')			https://www.youtube.com/t/privacy	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/t/privacy.31.delayed	(from https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:45:24	4364/4364	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Sep%202025%2023:14:07%20GMT	https://www.youtube.com/s/desktop/1c9f2583/cssbin/www-main-desktop-home-page-skeleton.css	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/s/desktop/1c9f2583/cssbin/www-main-desktop-home-page-skeleton.css	(from https://www.youtube.com/)
16:45:24	0/-1	---M--	301	error ('')			https://www.youtube.com/t/privacy	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/t/privacy.33.delayed	(from https://www.youtube.com/)
16:46:08	857692/857692	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Sep%202025%2013:45:12%20GMT	https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/ios-app:/544007664/vnd.youtube/www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/android-app_/com.google.android.youtube/http/www.youtube.com/channel/ios-app_/544007664/vnd.youtube/www.youtube.com/channel/UCjaFblyfqwCBM1-_t2Q9jlQ.html	(from https://www.youtube.com/android-app:/com.google.android.youtube/http/www.youtube.com/channel/UCfQLy6txvSNtFFkA2Eu140w)
16:46:08	247/247	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Sep%202025%2013:45:13%20GMT	https://www.youtube.com/howyoutubeworks/policies/copyright/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/howyoutubeworks/policies/copyright/index.html	(from https://www.youtube.com/about/copyright/)
16:46:08	0/0	---M--	303	error ('See%20Other')	application/binary	date:Mon,%2015%20Sep%202025%2013:45:12%20GMT	https://www.youtube.com/ios-app://544007664/vnd.youtube/www.youtube.com/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/ios-app_/544007664/vnd.youtube/www.youtube.com/index.html	(from https://www.youtube.com/)
16:46:08	0/0	---M--	303	error ('See%20Other')	application/binary	date:Mon,%2015%20Sep%202025%2013:45:12%20GMT	https://www.youtube.com/android-app://com.google.android.youtube/http/www.youtube.com/	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/android-app_/com.google.android.youtube/http/www.youtube.com/index.html	(from https://www.youtube.com/)
16:46:09	1150/1150	---M-Z	200	added ('OK')	image/x-icon	date:Fri,%2013%20Sep%202019%2017:15:00%20GMT	https://www.youtube.com/img/favicon.ico	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/img/favicon.ico	(from https://www.youtube.com/t/contact_us/)
16:46:09	348/348	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Sep%202019%2017:15:00%20GMT	https://www.youtube.com/img/favicon_32.png	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/img/favicon_32.png	(from https://www.youtube.com/t/contact_us/)
16:46:09	15279/15279	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Sep%202019%2017:15:00%20GMT	https://www.youtube.com/img/favicon_48.png	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/img/favicon_48.png	(from https://www.youtube.com/t/contact_us/)
16:46:10	15346/15346	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2002:58:00%20GMT	https://www.youtube.com/img/favicon_96.png	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/img/favicon_96.png	(from https://www.youtube.com/t/contact_us/)
16:46:10	16275/16275	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2002:58:00%20GMT	https://www.youtube.com/img/favicon_144.png	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/img/favicon_144.png	(from https://www.youtube.com/t/contact_us/)
16:46:11	9171/9171	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Oct%202019%2017:15:00%20GMT	https://www.youtube.com/img/desktop/supported_browsers/yt_logo_rgb_light.png	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/img/desktop/supported_browsers/yt_logo_rgb_light.png	(from https://www.youtube.com/t/contact_us/)
16:46:11	226/226	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2015%20Sep%202025%2013:46:00%20GMT	https://www.youtube.com/yt/about	C:/Users/MGHONEIM/Desktop/New%20folder/web/www.youtube.com/yt/about.3a.delayed	(from https://www.youtube.com/t/contact_us/)
